iter	TotalF1	MultiClass
621	0.9964538004	0.1521498357
622	0.9964538004	0.1519083742
623	0.9964538004	0.1516829832
624	0.9964538004	0.1513962532
625	0.9964538004	0.1510985733
626	0.9964538004	0.1508233126
627	0.9964538004	0.1506635792
628	0.9964538004	0.1503064302
629	0.9964538004	0.150029616
630	0.9964538004	0.1497652635
631	0.9964538004	0.1495084745
632	0.9964538004	0.1492440923
633	0.9964538004	0.1489712723
634	0.9964538004	0.1487265936
635	0.9964538004	0.1484954391
636	0.9964538004	0.1482701652
637	0.9964538004	0.1480480675
638	0.9964538004	0.147774127
639	0.9964538004	0.1475216421
640	0.9964538004	0.1472486946
641	0.9964538004	0.1470054495
642	0.9964538004	0.1467847602
643	0.9964538004	0.1465686536
644	0.9964538004	0.1463256239
645	0.9964538004	0.1460774007
646	0.9964538004	0.1458284912
647	0.9964538004	0.1455916836
648	0.9964538004	0.1453651261
649	0.9964538004	0.145093828
650	0.9964538004	0.1448532192
651	0.9964538004	0.1445940477
652	0.9964538004	0.1444069851
653	0.9964538004	0.1441128819
654	0.9964538004	0.1438820137
655	0.9964538004	0.1436448452
656	0.9964538004	0.1434303235
657	0.9964538004	0.1431345569
658	0.9964538004	0.142885809
659	0.9964538004	0.1426443722
660	0.9964538004	0.1424154617
661	0.9964538004	0.142187842
662	0.9964538004	0.1420465717
663	0.9964538004	0.1418169475
664	0.9964538004	0.1416114476
665	0.9964538004	0.1414169479
666	0.9964538004	0.1411916992
667	0.9964538004	0.1409939757
668	0.9964538004	0.1407243213
669	0.9964538004	0.1405064733
670	0.9964538004	0.1403273824
671	0.9964538004	0.1401287341
672	0.9964538004	0.1399226348
673	0.9964538004	0.1396716113
674	0.9964538004	0.1394801585
675	0.9964538004	0.1393053623
676	0.9964538004	0.1390726235
677	0.9964538004	0.1388548917
678	0.9964538004	0.1386051277
679	0.9964538004	0.1384055087
680	0.9964538004	0.1382290089
681	0.9964538004	0.1379676717
682	0.9964538004	0.1377677326
683	0.9964538004	0.1376034215
684	0.9964538004	0.1373117499
685	0.9964538004	0.1370891716
686	1	0.1368705121
687	1	0.1366410543
688	1	0.1364131368
689	1	0.1361393085
690	1	0.1359381063
691	1	0.1357008451
692	1	0.1355218276
693	1	0.1353430521
694	1	0.1351250711
695	1	0.1348707264
696	1	0.134645577
697	1	0.1344083474
698	1	0.1341620575
699	1	0.1339218869
700	1	0.1337181073
701	1	0.1334920283
702	1	0.1333101759
703	1	0.1331097334
704	1	0.132882082
705	1	0.1327034022
706	1	0.1325190576
707	1	0.1323795957
708	1	0.132162275
709	1	0.1319737566
710	1	0.1317594946
711	1	0.1315882398
712	1	0.1313799392
713	1	0.1311687287
714	1	0.1309308924
715	1	0.1307088615
716	1	0.1305266181
717	1	0.1303098378
718	1	0.1300641578
719	1	0.1298935093
720	1	0.1297168605
721	1	0.1295247751
722	1	0.1293319776
723	1	0.1290980499
724	1	0.128896934
725	1	0.1286563904
726	1	0.1284370889
727	1	0.1282534064
728	1	0.1280744597
729	1	0.1278838521
730	1	0.1276464881
731	1	0.1274573756
732	1	0.1272237022
733	1	0.1270265383
734	1	0.1268670525
735	1	0.1266389413
736	1	0.126468032
737	1	0.1263039345
738	1	0.1261238774
739	1	0.1259159033
740	1	0.1256897093
741	1	0.1254990805
742	1	0.1252895476
743	1	0.1251056781
744	1	0.124905949
745	1	0.1247207297
746	1	0.1245349083
747	1	0.1243284775
748	1	0.1241715017
749	1	0.1240233136
750	1	0.123779781
751	1	0.1235863438
752	1	0.1233989117
753	1	0.1232230923
754	1	0.1230135261
755	1	0.1228250159
756	1	0.1226545319
757	1	0.1224835982
758	1	0.1223162975
759	1	0.1221484096
760	1	0.1220004512
761	1	0.1218508976
762	1	0.1216669211
763	1	0.1215127365
764	1	0.1213391641
765	1	0.1211141846
766	1	0.1209388302
767	1	0.1207536987
768	1	0.1205778468
769	1	0.1204143881
770	1	0.1202649666
771	1	0.1200735279
772	1	0.1198770662
773	1	0.1197680383
774	1	0.1196690135
775	1	0.1194910728
776	1	0.119324009
777	1	0.119156389
778	1	0.1189987311
779	1	0.1188054933
780	1	0.1186308811
781	1	0.1184635625
782	1	0.1182726206
783	1	0.1181024438
784	1	0.1179237303
785	1	0.117730048
786	1	0.117570793
787	1	0.1173926073
788	1	0.1172340176
789	1	0.1170974889
790	1	0.1169159509
791	1	0.1167512591
792	1	0.1165801745
793	1	0.1164071151
794	1	0.1162526141
795	1	0.1160556692
796	1	0.1159198721
797	1	0.1157681277
798	1	0.1156129281
799	1	0.1154702159
800	1	0.1153385331
801	1	0.1151628297
802	1	0.1149851472
803	1	0.1148120717
804	1	0.1146312633
805	1	0.1144695514
806	1	0.1142989796
807	1	0.1141701639
808	1	0.1140137409
809	1	0.113881449
810	1	0.1137353622
811	1	0.1136149905
812	1	0.1134277516
813	1	0.1132775311
814	1	0.113162814
815	1	0.1130165869
816	1	0.1128792276
817	1	0.1127128071
818	1	0.1125573569
819	1	0.112419636
820	1	0.1122277733
821	1	0.1120995246
822	1	0.1119205693
823	1	0.1117603822
824	1	0.1116058839
825	1	0.1114526435
826	1	0.1113477604
827	1	0.1112203967
828	1	0.1110719515
829	1	0.1109354339
830	1	0.110787725
831	1	0.110641072
832	1	0.1104911208
833	1	0.1103382617
834	1	0.1102104634
835	1	0.11003616
836	1	0.1099117424
837	1	0.109772522
838	1	0.1096023684
839	1	0.1094807347
840	1	0.1093493696
841	1	0.1092058417
842	1	0.1090249161
843	1	0.1088672835
844	1	0.1087389851
845	1	0.1086660657
846	1	0.1085057948
847	1	0.1083467448
848	1	0.1081885507
849	1	0.1080583141
850	1	0.107890387
851	1	0.1077522005
852	1	0.1076692214
853	1	0.1075253847
854	1	0.1073737254
855	1	0.1072389332
856	1	0.1070654573
857	1	0.1069288373
858	1	0.1067912218
859	1	0.1066310859
860	1	0.1064829654
861	1	0.1063626635
862	1	0.1062159819
863	1	0.106053861
864	1	0.1059183777
865	1	0.1057505308
866	1	0.1056076094
867	1	0.1054351518
868	1	0.1053229612
869	1	0.1051726837
870	1	0.1050368437
871	1	0.1048975213
872	1	0.1047101906
873	1	0.1045662703
874	1	0.104409929
875	1	0.1042806355
876	1	0.1041430306
877	1	0.1039844731
878	1	0.1038572144
879	1	0.1037084052
880	1	0.1035920372
881	1	0.1034706235
882	1	0.1033295745
883	1	0.1031883304
884	1	0.1030769688
885	1	0.102947271
886	1	0.1028216283
887	1	0.102690755
888	1	0.1025505435
889	1	0.1024278331
890	1	0.1023014227
891	1	0.1021988071
892	1	0.102067776
893	1	0.1019499735
894	1	0.101811868
895	1	0.1017297267
896	1	0.1015998122
897	1	0.1014758821
898	1	0.1013418632
899	1	0.1012203374
900	1	0.1011026895
901	1	0.1009839623
902	1	0.100867472
903	1	0.1007536613
904	1	0.1006321264
905	1	0.1005110478
906	1	0.1003986642
907	1	0.1002840011
908	1	0.1001913529
909	1	0.1000837382
910	1	0.09996877738
911	1	0.09987283792
912	1	0.09976137065
913	1	0.09961319467
914	1	0.09950775001
915	1	0.09938827351
916	1	0.09926813752
917	1	0.09913283211
918	1	0.09901690314
919	1	0.09894280353
920	1	0.09881597677
921	1	0.09870041406
922	1	0.0985778192
923	1	0.09837499746
924	1	0.09823946542
925	1	0.09812379461
926	1	0.09800084777
927	1	0.09790994541
928	1	0.09779428041
929	1	0.09766902047
930	1	0.09756867252
931	1	0.09746297068
932	1	0.09733314037
933	1	0.09720610467
934	1	0.09709959697
935	1	0.09697804607
936	1	0.09686186095
937	1	0.09673231447
938	1	0.09659739171
939	1	0.09649131525
940	1	0.0963699253
941	1	0.09625277366
942	1	0.09619087569
943	1	0.09609287916
944	1	0.09596187526
945	1	0.09587033462
946	1	0.09578087894
947	1	0.09565611058
948	1	0.09555027082
949	1	0.09543561086
950	1	0.0952980911
951	1	0.09516765225
952	1	0.09506606999
953	1	0.09495429308
954	1	0.09486431932
955	1	0.09474277876
956	1	0.09462756346
957	1	0.09450900522
958	1	0.0943862496
959	1	0.09426821402
960	1	0.09415109734
961	1	0.09401848251
962	1	0.09391539909
963	1	0.09381948562
964	1	0.09371208613
965	1	0.0936000676
966	1	0.09351877251
967	1	0.09343589615
968	1	0.09332009865
969	1	0.09320214662
970	1	0.09307113569
971	1	0.09298746707
972	1	0.09286136529
973	1	0.09276779355
974	1	0.09265865486
975	1	0.09256625328
976	1	0.09246345696
977	1	0.09237361766
978	1	0.09225869932
979	1	0.09220084279
980	1	0.09209145042
981	1	0.09196993695
982	1	0.09186941345
983	1	0.09175367086
984	1	0.09164741383
985	1	0.09155832217
986	1	0.09146598955
987	1	0.09137154576
988	1	0.09129505117
989	1	0.09120031547
990	1	0.09106839559
991	1	0.09097177624
992	1	0.09084345613
993	1	0.09073310557
994	1	0.09065280304
995	1	0.09055498353
996	1	0.09044433044
997	1	0.09032085968
998	1	0.09023825893
999	1	0.09012045492
1000	1	0.08998196075
1001	1	0.08988888967
1002	1	0.0898254527
1003	1	0.08969800014
1004	1	0.08960292642
1005	1	0.08950140969
1006	1	0.08938675251
1007	1	0.08927597614
1008	1	0.08917818034
1009	1	0.08910991049
1010	1	0.08906035651
1011	1	0.08899478756
1012	1	0.08888177578
1013	1	0.08878997391
1014	1	0.08871868611
1015	1	0.08863807361
1016	1	0.08853480955
1017	1	0.08843142884
1018	1	0.08835130756
1019	1	0.08825941331
1020	1	0.08817553547
1021	1	0.08807599058
1022	1	0.08798687735
1023	1	0.0879070124
1024	1	0.08781797537
1025	1	0.08773279218
1026	1	0.08759748643
1027	1	0.08749475553
1028	1	0.08740638309
1029	1	0.08732394907
1030	1	0.08723918378
1031	1	0.08714498633
1032	1	0.08704179152
1033	1	0.08695702212
1034	1	0.08684919051
1035	1	0.08676494235
1036	1	0.08668322329
1037	1	0.08661158685
1038	1	0.08653494643
1039	1	0.08643778674
1040	1	0.08633777006
1041	1	0.08624335727
1042	1	0.08615071146
1043	1	0.08606333152
1044	1	0.08595817042
1045	1	0.08586863931
1046	1	0.08578822943
1047	1	0.08568511082
1048	1	0.08559148062
1049	1	0.08549478459
1050	1	0.08538149625
1051	1	0.08527645053
1052	1	0.08517313245
1053	1	0.08507863874
1054	1	0.08498052939
1055	1	0.08488599397
1056	1	0.0847989647
1057	1	0.08471925734
1058	1	0.08462004667
1059	1	0.08454357999
1060	1	0.08445673549
1061	1	0.08436151077
1062	1	0.08428456392
1063	1	0.08418041744
1064	1	0.08408313415
1065	1	0.08398803898
1066	1	0.08388314024
1067	1	0.08378430083
1068	1	0.08368165075
1069	1	0.08359465695
1070	1	0.08350425559
1071	1	0.08343274979
1072	1	0.08334936898
1073	1	0.08324754888
1074	1	0.08312892633
1075	1	0.0830606319
1076	1	0.08295151444
1077	1	0.08287284551
1078	1	0.08278735353
1079	1	0.08269492392
1080	1	0.08258045448
1081	1	0.08250423478
1082	1	0.0824146348
1083	1	0.08233399015
1084	1	0.08226817252
1085	1	0.08217709453
1086	1	0.08208782279
1087	1	0.081995124
1088	1	0.08191401987
1089	1	0.08182973291
1090	1	0.0817465753
1091	1	0.0816561253
1092	1	0.08155013385
1093	1	0.08148322441
1094	1	0.0813803461
1095	1	0.08128918387
1096	1	0.08120968508
1097	1	0.08113820085
1098	1	0.08105879572
1099	1	0.08097295884
1100	1	0.0809043977
1101	1	0.08081811734
1102	1	0.08075173261
1103	1	0.08067939313
1104	1	0.08059129519
1105	1	0.08050755697
1106	1	0.08039333333
1107	1	0.08031011012
1108	1	0.08023421451
1109	1	0.08012344901
1110	1	0.08003321015
1111	1	0.07990705544
1112	1	0.0798314625
1113	1	0.07975431386
1114	1	0.07965761921
1115	1	0.07958456475
1116	1	0.07952712268
1117	1	0.07944741125
1118	1	0.07937942292
1119	1	0.0793117512
1120	1	0.07924184743
1121	1	0.07919828619
1122	1	0.07911828249
1123	1	0.07903862787
1124	1	0.07896266319
1125	1	0.07889186732
1126	1	0.0788128876
1127	1	0.07874124663
1128	1	0.07867255132
1129	1	0.0786016232
1130	1	0.0785523774
1131	1	0.0784887861
1132	1	0.07844029672
1133	1	0.07837084978
1134	1	0.07828953383
1135	1	0.07821799132
1136	1	0.07815031202
1137	1	0.07808676677
1138	1	0.07800798396
1139	1	0.07792631294
1140	1	0.07786597692
1141	1	0.07778165627
1142	1	0.0776758755
1143	1	0.07759606752
1144	1	0.07751725818
1145	1	0.07743214727
1146	1	0.0773574053
1147	1	0.07730376603
1148	1	0.07722488693
1149	1	0.07714747433
1150	1	0.07706257368
1151	1	0.07699330787
1152	1	0.07691451613
1153	1	0.07681293572
1154	1	0.07673078421
1155	1	0.07666449252
1156	1	0.07658160032
1157	1	0.07649877528
1158	1	0.07643224926
1159	1	0.07636823599
1160	1	0.07630365281
1161	1	0.07623351582
1162	1	0.07614616484
1163	1	0.07608170088
1164	1	0.07599978591
1165	1	0.07590053793
1166	1	0.07581631989
1167	1	0.07574487492
1168	1	0.07567795281
1169	1	0.07559351089
1170	1	0.07551916804
1171	1	0.07545265344
1172	1	0.07537956102
1173	1	0.07530752708
1174	1	0.0752391229
1175	1	0.07515036697
1176	1	0.07508789659
1177	1	0.07498620007
1178	1	0.07493370837
1179	1	0.07485504401
1180	1	0.07478977394
1181	1	0.07470988977
1182	1	0.07465003993
1183	1	0.07457820296
1184	1	0.07453873405
1185	1	0.07445686539
1186	1	0.07439729852
1187	1	0.07431282169
1188	1	0.07424558614
1189	1	0.07416451773
1190	1	0.07408042706
1191	1	0.07402048719
1192	1	0.07395990264
1193	1	0.07388065235
1194	1	0.07380772973
1195	1	0.07373658787
1196	1	0.07365213676
1197	1	0.07358937101
1198	1	0.07352468055
1199	1	0.07345133183
1200	1	0.07338489335
1201	1	0.07332195832
1202	1	0.07325657441
1203	1	0.07319556354
1204	1	0.07312777418
1205	1	0.07307241887
1206	1	0.07300678997
1207	1	0.07292973219
1208	1	0.07286273641
1209	1	0.07279140661
1210	1	0.07271079499
1211	1	0.07264306803
1212	1	0.07260896519
1213	1	0.07254942532
1214	1	0.07248293019
1215	1	0.0724183465
1216	1	0.07234049836
1217	1	0.07227568808
1218	1	0.07220103641
1219	1	0.07212574772
1220	1	0.07206969552
1221	1	0.0720029418
1222	1	0.0719319614
1223	1	0.07188298721
1224	1	0.07181000467
1225	1	0.0717551998
1226	1	0.0716909907
1227	1	0.07163308739
1228	1	0.07154839396
1229	1	0.07147947379
1230	1	0.07141410422
1231	1	0.07134123892
1232	1	0.07127702672
1233	1	0.07121485317
1234	1	0.07113553203
1235	1	0.07107655397
1236	1	0.07103447888
1237	1	0.07097196427
1238	1	0.0709154804
1239	1	0.0708602117
1240	1	0.07079012938
1241	1	0.07072316298
1242	1	0.07065865834
1243	1	0.07058947817
1244	1	0.07052043184
1245	1	0.07044986962
1246	1	0.07038767795
1247	1	0.07031869627
1248	1	0.07025432841
1249	1	0.0701780905
1250	1	0.07012337687
1251	1	0.07007724808
1252	1	0.07001165953
1253	1	0.06993845487
1254	1	0.06987941472
1255	1	0.06982853526
1256	1	0.06975793919
1257	1	0.06969475228
1258	1	0.06963527568
1259	1	0.06956687297
1260	1	0.06949463864
1261	1	0.06943733984
1262	1	0.06938267763
1263	1	0.06932251632
1264	1	0.06925510844
1265	1	0.06918362371
1266	1	0.0691367927
1267	1	0.06907130949
1268	1	0.06902093426
1269	1	0.06896649385
1270	1	0.06890330388
1271	1	0.06884137727
1272	1	0.06878598259
1273	1	0.06871023855
1274	1	0.06865366817
1275	1	0.06859139765
1276	1	0.06853123565
1277	1	0.06845882501
1278	1	0.06838740251
1279	1	0.06833006613
1280	1	0.06826424032
1281	1	0.06821478667
1282	1	0.06816188264
1283	1	0.06810161371
1284	1	0.06804465177
1285	1	0.06798037493
1286	1	0.06790406727
1287	1	0.06785779906
1288	1	0.06781456183
1289	1	0.06778270969
1290	1	0.06773095822
1291	1	0.06767495643
1292	1	0.0676230635
1293	1	0.06756175065
1294	1	0.06750023059
1295	1	0.06744592935
1296	1	0.06738261662
1297	1	0.06732541066
1298	1	0.06727023214
1299	1	0.06720659068
1300	1	0.06715830568
1301	1	0.06710047318
1302	1	0.06702710074
1303	1	0.06696071804
1304	1	0.06690664709
1305	1	0.06685291075
1306	1	0.06678088513
1307	1	0.06671858082
1308	1	0.06668858346
1309	1	0.06661784632
1310	1	0.06655508729
1311	1	0.06647784937
1312	1	0.06642095445
1313	1	0.06637269413
1314	1	0.06633554395
1315	1	0.06629653934
1316	1	0.06624638011
1317	1	0.06617952711
1318	1	0.06612679924
1319	1	0.06606564199
1320	1	0.06601686314
1321	1	0.06594983113
1322	1	0.06589660031
1323	1	0.06584884019
1324	1	0.06579261381
1325	1	0.06573946721
1326	1	0.06568031071
1327	1	0.06563778434
1328	1	0.06558798545
1329	1	0.06554235848
1330	1	0.06547928779
1331	1	0.06542773083
1332	1	0.06536440392
1333	1	0.06531776386
1334	1	0.06526654961
1335	1	0.06521582594
1336	1	0.06516261946
1337	1	0.06511161495
1338	1	0.06506135438
1339	1	0.06500467431
1340	1	0.06494234773
1341	1	0.06487519093
1342	1	0.06481527298
1343	1	0.06475841418
1344	1	0.06469666548
1345	1	0.0646454124
1346	1	0.06459600361
1347	1	0.06454493109
1348	1	0.06448673892
1349	1	0.06443157285
1350	1	0.0643765756
1351	1	0.06432065359
1352	1	0.06426458433
1353	1	0.06421005277
1354	1	0.06413853767
1355	1	0.06407711145
1356	1	0.0640305536
1357	1	0.06396759907
1358	1	0.06392008108
1359	1	0.06385671466
1360	1	0.0638094825
1361	1	0.06375945839
1362	1	0.0637171249
1363	1	0.06366068929
1364	1	0.06361660339
1365	1	0.0635664361
1366	1	0.06351059384
1367	1	0.06346177156
1368	1	0.06340369056
1369	1	0.06334606283
1370	1	0.06329092925
1371	1	0.06322324767
1372	1	0.06317093196
1373	1	0.06312413926
1374	1	0.06306495617
1375	1	0.06303228367
1376	1	0.06298426644
1377	1	0.06293541582
1378	1	0.06287895946
1379	1	0.06283046159
1380	1	0.0628007293
1381	1	0.06275290562
1382	1	0.06270398721
1383	1	0.06266791879
1384	1	0.06261340509
1385	1	0.06256062344
1386	1	0.06250808523
1387	1	0.06245625167
1388	1	0.06240872805
1389	1	0.06236165601
1390	1	0.06230318903
1391	1	0.06224494441
1392	1	0.06219233717
1393	1	0.06213705148
1394	1	0.06209037055
1395	1	0.06202756541
1396	1	0.06198300352
1397	1	0.06191929203
1398	1	0.06187763135
1399	1	0.06183015606
1400	1	0.06178256227
1401	1	0.06175281019
1402	1	0.06170758512
1403	1	0.06165484975
1404	1	0.06160875405
1405	1	0.06154447286
1406	1	0.06149453716
1407	1	0.06144068336
1408	1	0.06138826214
1409	1	0.06132824253
1410	1	0.06128618304
1411	1	0.06123417712
1412	1	0.06119343846
1413	1	0.06115127986
1414	1	0.06109931133
1415	1	0.0610458322
1416	1	0.06099756638
1417	1	0.06094637332
1418	1	0.06088887345
1419	1	0.06083753526
1420	1	0.06079524576
1421	1	0.06074350988
1422	1	0.06069113978
1423	1	0.06063168186
1424	1	0.06058248212
1425	1	0.06053006733
1426	1	0.06046950923
1427	1	0.06039599275
1428	1	0.06034989353
1429	1	0.06030011193
1430	1	0.06024257631
1431	1	0.06019889758
1432	1	0.06015515506
1433	1	0.06010497946
1434	1	0.06004852501
1435	1	0.0599972809
1436	1	0.05994870398
1437	1	0.05990563433
1438	1	0.0598585118
1439	1	0.05982685412
1440	1	0.05977823775
1441	1	0.05973755828
1442	1	0.05968174689
1443	1	0.0596186312
1444	1	0.05954888866
1445	1	0.05948797021
1446	1	0.05944637676
1447	1	0.05939777709
1448	1	0.05935626781
1449	1	0.05931137297
1450	1	0.05925363892
1451	1	0.05921187769
1452	1	0.05915841751
1453	1	0.05911218501
1454	1	0.05906696202
1455	1	0.05902797496
1456	1	0.05898278421
1457	1	0.05893628919
1458	1	0.05889879429
1459	1	0.05885997862
1460	1	0.05881612095
1461	1	0.05876423021
1462	1	0.05870796127
1463	1	0.0586673165
1464	1	0.05862564166
1465	1	0.05858223392
1466	1	0.0585370526
1467	1	0.05849423169
1468	1	0.05845578442
1469	1	0.05841342083
1470	1	0.05836678026
1471	1	0.05831705565
1472	1	0.05826862708
1473	1	0.05820372501
1474	1	0.05814615349
1475	1	0.05810126966
1476	1	0.05805998728
1477	1	0.05802025322
1478	1	0.0579702579
1479	1	0.05792548962
1480	1	0.05788406092
1481	1	0.05783965567
1482	1	0.05780190697
1483	1	0.05775624067
1484	1	0.05771163265
1485	1	0.05767099909
1486	1	0.05762673883
1487	1	0.05758143116
1488	1	0.05753828445
1489	1	0.05748731149
1490	1	0.05744646229
1491	1	0.05740197858
1492	1	0.05735357914
1493	1	0.05732120478
1494	1	0.0572713345
1495	1	0.05722906889
1496	1	0.05719338411
1497	1	0.05715958781
1498	1	0.05711051312
1499	1	0.0570722871
